Name,Year,Location,Vendeur,Owner_type,Kilometers_Driven,Fuel_Type,Transmission,Puissance_fiscale,Puissance_dynamique,Price
RENAULT Clio 2019,2019,Taza,Particulier,Première,53.000 km,Diesel,Manuelle,6 cv ,85 ch ,139.000 DH
VOLKSWAGEN Tiguan 2018,2018,Safi,Particulier,Première,48.000 km,Diesel,Automatique,8 cv ,150 ch ,260.000 DH
TOYOTA Avensis 2007,2007,Marrakech,Particulier,Première,253.000 km,Diesel,Manuelle,9 cv ,150 ch ,82.000 DH
VOLKSWAGEN Touareg 2010,2010,Marrakech,Particulier,Seconde,283.000 km,Diesel,Manuelle,10 cv ,175 ch ,99.000 DH
VOLKSWAGEN Polo 2006,2006,Marrakech,Particulier,Seconde,280.000 km,Essence,Manuelle,7 cv ,70 ch ,70.000 DH
MINI Countryman 2012,2012,Marrakech,Particulier,Seconde,130.000 km,Essence,Automatique,9 cv ,- ,135.000 DH
SEAT Leon 2011,2011,Salé,Particulier,Seconde,234.000 km,Diesel,Manuelle,8 cv ,105 ch ,95.000 DH
OPEL Astra 2023,2023,Agadir,Particulier,Seconde,210.000 km,Diesel,Manuelle,6 cv ,130 ch ,100.000 DH
SKODA Rapid 2015,2015,Marrakech,Particulier,Seconde,162.000 km,Diesel,Manuelle,- ,- ,130.000 DH
RENAULT Mégane 2020,2020,Safi,Particulier,Première,36.000 km,Diesel,Manuelle,6 cv ,115 ch ,190.000 DH
VOLKSWAGEN Golf 2017,2017,Agadir,Particulier,Seconde,175.000 km,Diesel,Manuelle,8 cv ,184 ch ,325.000 DH
KIA Picanto 2020,2020,Casablanca,Particulier,Première,26.000 km,Essence,Automatique,6 cv ,67 ch ,110.000 DH
NISSAN Primera 2010,2010,Berrechid,Particulier,Première,125.000 km,Diesel,Manuelle,8 cv ,- ,25.000 DH
NISSAN Qashqai 2012,2012,Fès,Particulier,Seconde,145.000 km,Diesel,Automatique,6 cv ,110 ch ,90.000 DH
KIA Seltos 2022,2022,Agadir,Particulier,Première,22.000 km,Diesel,Manuelle,6 cv ,115 ch ,230.000 DH
HYUNDAI Tucson 2017,2017,Casablanca,Particulier,Première,110.000 km,Diesel,Manuelle,6 cv ,- ,227.000 DH
SEAT Leon 2014,2014,Fès,Particulier,Première,200.000 km,Diesel,Manuelle,6 cv ,105 ch ,133.000 DH
BMW X5 2016,2016,Kénitra,Particulier,Seconde,140.000 km,Diesel,Automatique,8 cv ,231 ch ,319.000 DH
MINI 3 portes 2008,2008,Agadir,Particulier,Seconde,94.500 km,Essence,Manuelle,8 cv ,157 ch ,95.000 DH
DACIA Sandero 2016,2016,Casablanca,Particulier,Première,76.000 km,Diesel,Automatique,6 cv ,85 ch ,72.000 DH
JEEP Grand Cherokee 2014,2014,Rabat,Particulier,Seconde,243.000 km,Diesel,Automatique,12 cv ,- ,135.000 DH
VOLKSWAGEN Scirocco 2011,2011,Casablanca,Particulier,Seconde,101.700 km,Essence,Manuelle,11 cv ,- ,115.000 DH
FIAT Punto 2016,2016,Casablanca,Particulier,Première,109.000 km,Diesel,Manuelle,6 cv ,75 ch ,86.000 DH
FORD Focus 2018,2018,Casablanca,Particulier,Première,130.000 km,Diesel,Manuelle,8 cv ,120 ch ,165.000 DH
KIA Seltos 2022,2022,Casablanca,Particulier,Première,16.700 km,Diesel,Manuelle,6 cv ,115 ch ,250.000 DH
MERCEDES Classe E 2014,2014,Rabat,Particulier,Seconde,142.000 km,Diesel,Automatique,9 cv ,170 ch ,235.000 DH
FIAT Palio Import 2005,2005,Temara,Particulier,Seconde,100.000 km,Essence,Manuelle,7 cv ,55 ch ,36.000 DH
AUDI A5 SportBack 2017,2017,Casablanca,Particulier,Première,166.000 km,Diesel,Manuelle,8 cv ,190 ch ,319.000 DH
VOLKSWAGEN Tiguan 2019,2019,Salé,Particulier,Première,82.000 km,Diesel,Automatique,8 cv ,150 ch ,295.000 DH
FORD Focus 2012,2012,Rabat,Particulier,Seconde,141.000 km,Diesel,Manuelle,6 cv ,115 ch ,125.000 DH
VOLKSWAGEN Golf 2007,2007,Casablanca,Particulier,Seconde,289.400 km,Diesel,Manuelle,8 cv ,105 ch ,78.000 DH
RENAULT Mégane 2020,2020,El Jadida,Particulier,Première,34.000 km,Diesel,Manuelle,6 cv ,110 ch ,180.000 DH
RENAULT Mégane Sedan 2004,2004,Khemissate,Particulier,Seconde,200.000 km,Diesel,Manuelle,6 cv ,85 ch ,50.000 DH
PEUGEOT Partner Tepee 2013,2013,Casablanca,Particulier,Seconde,175.000 km,Diesel,Manuelle,6 cv ,- ,93.000 DH
DACIA Logan 2015,2015,Salé,Particulier,Seconde,120.000 km,Diesel,Automatique,6 cv ,85 ch ,70.000 DH
MERCEDES Classe E Coupé 2019,2019,Casablanca,Particulier,Première,82.000 km,Diesel,Automatique,8 cv ,194 ch ,440.000 DH
MERCEDES GLA 2014,2014,Tanger,Particulier,Seconde,155.000 km,Diesel,Automatique,9 cv ,- ,220.000 DH
BMW Série 3 2014,2014,Temara,Particulier,Première,189.000 km,Diesel,Automatique,8 cv ,190 ch ,225.000 DH
VOLKSWAGEN Touareg 2008,2008,Rabat,Particulier,Seconde,345.000 km,Diesel,Automatique,12 cv ,110 ch ,75.000 DH
AUDI A6 2017,2017,Casablanca,Particulier,Seconde,110.000 km,Diesel,Automatique,8 cv ,190 ch ,259.000 DH
RENAULT Clio 2020,2020,Casablanca,Particulier,Première,73.000 km,Diesel,Manuelle,6 cv ,85 ch ,136.000 DH
OPEL Corsa 2021,2021,Meknès,Particulier,Première,17.000 km,Essence,Manuelle,7 cv ,100 ch ,130.000 DH
BMW X6 2008,2008,Marrakech,Particulier,Seconde,280.000 km,Diesel,Automatique,12 cv ,265 ch ,145.000 DH
VOLKSWAGEN Golf 2018,2018,Rabat,Particulier,Seconde,85.000 km,Diesel,Manuelle,8 cv ,190 ch ,192.000 DH
OPEL Crossland 2018,2018,Casablanca,Particulier,Première,63.000 km,Diesel,Manuelle,7 cv ,120 ch ,157.000 DH
VOLKSWAGEN Passat 2012,2012,Rabat,Particulier,Première,210.000 km,Diesel,Automatique,8 cv ,143 ch ,236.000 DH
VOLKSWAGEN Golf 2011,2011,Agadir,Particulier,Seconde,156.000 km,Diesel,Manuelle,6 cv ,105 ch ,123.000 DH
VOLKSWAGEN Golf 2017,2017,Casablanca,Particulier,Seconde,107.000 km,Diesel,Automatique,8 cv ,175 ch ,220.000 DH
DACIA Logan 2022,2022,Casablanca,Professionnel,Première,24.000 km,Diesel,Manuelle,6 cv ,95 ch ,150.000 DH
VOLKSWAGEN Golf 2018,2018,Meknès,Particulier,Seconde,110.000 km,Diesel,Automatique,8 cv ,184 ch ,285.000 DH
DACIA Sandero 2021,2021,Agadir,Particulier,Première,27.000 km,Diesel,Manuelle,6 cv ,85 ch ,140.000 DH
VOLKSWAGEN Jetta 2016,2016,Kénitra,Particulier,Première,175.000 km,Diesel,Manuelle,6 cv ,150 ch ,139.000 DH
ALFA ROMEO MiTo 2023,2023,Rabat,Particulier,Première,148.000 km,Diesel,Manuelle,6 cv ,120 ch ,85.000 DH
KIA Picanto 2006,2006,Tanger,Particulier,Seconde,170.600 km,Essence,Manuelle,6 cv ,69 ch ,52.000 DH
RENAULT Clio 2017,2017,Casablanca,Particulier,Seconde,100.000 km,Diesel,Manuelle,6 cv ,85 ch ,112.000 DH
AUDI Q5 2020,2020,El Jadida,Particulier,Seconde,32.592 km,Diesel,Automatique,8 cv ,190 ch ,420.000 DH
NISSAN Micra 2021,2021,Benslimane,Particulier,Première,45.900 km,Diesel,Manuelle,6 cv ,90 ch ,148.000 DH
DACIA Duster 2018,2018,Agadir,Particulier,Première,104.000 km,Diesel,Automatique,6 cv ,110 ch ,165.000 DH
HYUNDAI i10 2015,2015,Casablanca,Particulier,Seconde,178.000 km,Essence,Manuelle,6 cv ,67 ch ,50.000 DH
FIAT 500 2021,2021,Casablanca,Particulier,Première,16.000 km,Essence,Automatique,8 cv ,150 ch ,225.000 DH
AUDI Q7 2016,2016,Casablanca,Particulier,Première,190.000 km,Diesel,Automatique,12 cv ,249 ch ,290.000 DH
RENAULT Clio 2018,2018,Casablanca,Particulier,Seconde,83.500 km,Diesel,Manuelle,6 cv ,85 ch ,124.000 DH
NISSAN Micra 2020,2020,Casablanca,Particulier,Première,42.000 km,Diesel,Manuelle,6 cv ,90 ch ,155.000 DH
HONDA CR-V 2008,2008,Casablanca,Particulier,Seconde,140.800 km,Essence,Automatique,11 cv ,155 ch ,75.000 DH
RENAULT Clio 2018,2018,Marrakech,Particulier,Première,65.000 km,Diesel,Manuelle,6 cv ,85 ch ,125.000 DH
KIA Sorento 2022,2022,Tanger,Particulier,Première,2.800 km,Diesel,Automatique,9 cv ,202 ch ,520.000 DH
BMW X3 2019,2019,Casablanca,Particulier,Seconde,27.000 km,Diesel,Automatique,8 cv ,150 ch ,395.000 DH
FORD Fiesta 2012,2012,El Jadida,Particulier,Seconde,95.000 km,Diesel,Manuelle,6 cv ,85 ch ,90.000 DH
HYUNDAI i30 2015,2015,Rabat,Particulier,Première,170.900 km,Diesel,Automatique,6 cv ,- ,145.000 DH
MAZDA 3 2011,2011,Rabat,Particulier,Seconde,160.000 km,Diesel,Manuelle,6 cv ,110 ch ,86.000 DH
HYUNDAI Accent 2011,2011,Rabat,Particulier,Première,147.500 km,Diesel,Automatique,- ,- ,80.000 DH
FORD Kuga 2020,2020,Agadir,Particulier,Première,23.700 km,Diesel,Manuelle,6 cv ,120 ch ,220.000 DH
BMW Série 3 2011,2011,Casablanca,Particulier,Seconde,170.000 km,Diesel,Automatique,8 cv ,143 ch ,138.000 DH
VOLKSWAGEN Touran 2018,2018,Rabat,Particulier,Seconde,100.000 km,Diesel,Manuelle,8 cv ,110 ch ,235.000 DH
CITROEN C5 AirCross 2019,2019,El Jadida,Particulier,Première,25.000 km,Diesel,Automatique,8 cv ,180 ch ,265.000 DH
NISSAN Qashqai 2016,2016,Rabat,Particulier,Première,69.000 km,Diesel,Manuelle,6 cv ,130 ch ,180.000 DH
SEAT Ibiza 2018,2018,Casablanca,Particulier,Première,42.000 km,Essence,Manuelle,6 cv ,75 ch ,110.000 DH
BMW Série 3 2015,2015,Casablanca,Particulier,Première,108.000 km,Diesel,Automatique,8 cv ,150 ch ,265.000 DH
MERCEDES Classe E 2009,2009,Casablanca,Particulier,Seconde,61.000 km,Essence,Automatique,17 cv ,- ,120.000 DH
MERCEDES Classe E 2018,2018,Rabat,Particulier,Seconde,146.000 km,Diesel,Automatique,8 cv ,194 ch ,440.000 DH
HYUNDAI i20 2018,2018,Rabat,Particulier,Première,30.500 km,Essence,Manuelle,7 cv ,84 ch ,108.000 DH
TOYOTA Corolla Berline 2014,2014,Casablanca,Particulier,Première,168.000 km,Diesel,Manuelle,6 cv ,90 ch ,120.000 DH
PEUGEOT 307 2005,2005,Mohammadia,Particulier,Seconde,296.000 km,Diesel,Manuelle,6 cv ,90 ch ,60.000 DH
RENAULT Scénic 2006,2006,Berrechid,Particulier,Seconde,310.000 km,Diesel,Manuelle,6 cv ,110 ch ,55.000 DH
TOYOTA C-HR 2021,2021,Casablanca,Particulier,Première,37.000 km,Hybride,Automatique,10 cv ,122 ch ,270.000 DH
FIAT 500 2020,2020,Marrakech,Particulier,Première,31.000 km,Essence,Manuelle,8 cv ,180 ch ,255.000 DH
RENAULT R19 1997,1997,Tanger,Particulier,Seconde,350.000 km,Diesel,Manuelle,7 cv ,- ,39.000 DH
RENAULT Mégane 2018,2018,Casablanca,Particulier,Seconde,46.500 km,Diesel,Manuelle,6 cv ,115 ch ,17.600 DH
FIAT Punto 2010,2010,Rabat,Particulier,Première,45.050 km,Essence,Manuelle,7 cv ,- ,64.000 DH
VOLKSWAGEN Jetta 2016,2016,Kénitra,Particulier,Première,175.000 km,Diesel,Manuelle,6 cv ,150 ch ,139.000 DH
RENAULT Scénic 2013,2013,Casablanca,Particulier,Seconde,175.000 km,Diesel,Manuelle,6 cv ,110 ch ,120.000 DH
FORD Focus Sedan 2014,2014,Casablanca,Particulier,Première,107.000 km,Diesel,Manuelle,6 cv ,95 ch ,113.000 DH
FORD Fiesta 2016,2016,Casablanca,Particulier,Seconde,82.000 km,Diesel,Manuelle,6 cv ,85 ch ,93.000 DH
TOYOTA Yaris 2008,2008,Rabat,Particulier,Première,160.000 km,,Manuelle,6 cv ,- ,59.000 DH
VOLKSWAGEN Tiguan 2014,2014,Oujda,Particulier,Seconde,186.000 km,Diesel,Manuelle,8 cv ,140 ch ,205.000 DH
VOLVO XC90 2017,2017,Casablanca,Particulier,Première,145.000 km,Diesel,Automatique,8 cv ,235 ch ,320.000 DH
VOLKSWAGEN Jetta 2019,2019,Rabat,Particulier,Première,70.000 km,Diesel,Automatique,8 cv ,150 ch ,220.000 DH
FORD Focus 2016,2016,Tanger,Particulier,Seconde,139.000 km,Diesel,Manuelle,6 cv ,120 ch ,159.000 DH
RENAULT Mégane Coupé 2011,2011,Rabat,Particulier,Seconde,150.000 km,Diesel,Automatique,7 cv ,110 ch ,88.700 DH
VOLKSWAGEN Jetta 2016,2016,Casablanca,Particulier,Première,150.000 km,Diesel,Manuelle,6 cv ,105 ch ,150.000 DH
KIA Sportage 2016,2016,Rabat,Particulier,Seconde,80.000 km,Diesel,Manuelle,8 cv ,150 ch ,178.000 DH
RENAULT Clio 2016,2016,Fès,Particulier,Seconde,125.000 km,Diesel,Manuelle,6 cv ,85 ch ,100.000 DH
BMW Série 3 2020,2020,Casablanca,Particulier,Première,83.000 km,Diesel,Automatique,8 cv ,150 ch ,370.000 DH
FORD Ka 2013,2013,Rabat,Particulier,Première,27.000 km,Essence,Manuelle,- ,- ,73.000 DH
CITROEN Berlingo 2022,2022,Casablanca,Particulier,Première,22.000 km,Diesel,Manuelle,- ,- ,175.000 DH
AUDI A8 2013,2013,Casablanca,Particulier,Première,175.000 km,Diesel,Automatique,12 cv ,262 ch ,190.000 DH
FORD Focus 2022,2022,Casablanca,Particulier,Seconde,1.760.000 km,Diesel,Automatique,6 cv ,120 ch ,160.000 DH
RENAULT Mégane 2010,2010,Salé,Particulier,Première,161.000 km,Diesel,Manuelle,- ,- ,88.000 DH
ALFA ROMEO Giulietta 2019,2019,Casablanca,Particulier,Première,62.000 km,Diesel,Automatique,6 cv ,120 ch ,190.000 DH
MINI 3 portes 2017,2017,Marrakech,Particulier,Première,62.000 km,Diesel,Automatique,9 cv ,136 ch ,199.000 DH
HYUNDAI Tucson 2016,2016,Safi,Particulier,Première,134.000 km,Diesel,Manuelle,6 cv ,115 ch ,208.000 DH
RENAULT Kangoo 2018,2018,Fès,Particulier,Seconde,122.000 km,Diesel,Manuelle,6 cv ,- ,107.000 DH
DACIA Duster 2019,2019,Casablanca,Particulier,Première,54.000 km,Diesel,Manuelle,6 cv ,110 ch ,120.000 DH
AUDI Q5 2010,2010,Rabat,Particulier,Seconde,200.600 km,Diesel,Automatique,8 cv ,170 ch ,160.000 DH
AUDI Q3 2013,2013,El Jadida,Particulier,Seconde,175.000 km,Diesel,Manuelle,8 cv ,140 ch ,170.000 DH
CITROEN C3 AirCross 2021,2021,Casablanca,Particulier,Première,32.000 km,Diesel,Manuelle,6 cv ,92 ch ,175.000 DH
FIAT Ducato 2022,2022,Marrakech,Particulier,Seconde,100.000 km,Diesel,Automatique,8 cv ,- ,150.000 DH
FORD Focus Sedan 2011,2011,Casablanca,Particulier,Seconde,159.000 km,Diesel,Manuelle,7 cv ,115 ch ,85.000 DH
OPEL Corsa 2004,2004,Casablanca,Particulier,Seconde,227.000 km,Essence,Manuelle,6 cv ,- ,41.000 DH
BMW Série 3 GT 2013,2013,Casablanca,Particulier,Seconde,195.000 km,Diesel,Automatique,8 cv ,200 ch ,165.000 DH
FIAT Tipo 2019,2019,Casablanca,Particulier,Première,55.000 km,Diesel,Manuelle,5 cv ,95 ch ,118.000 DH
MERCEDES Classe C 2018,2018,Temara,Particulier,Première,130.000 km,Diesel,Automatique,8 cv ,170 ch ,480.000 DH
CITROEN C-Elysée 2017,2017,Casablanca,Particulier,Première,44.000 km,Diesel,Manuelle,6 cv ,92 ch ,105.000 DH
AUDI A3 2022,2022,Marrakech,Particulier,Seconde,230.000 km,Essence,Manuelle,9 cv ,125 ch ,35.000 DH
RENAULT Clio 2016,2016,Marrakech,Particulier,Première,76.800 km,Diesel,Manuelle,6 cv ,100 ch ,115.000 DH
VOLKSWAGEN Tiguan 2018,2018,Casablanca,Particulier,Première,110.000 km,Diesel,Automatique,8 cv ,150 ch ,210.000 DH
SKODA Yeti 2013,2013,Rabat,Particulier,Seconde,150.000 km,Diesel,Manuelle,8 cv ,110 ch ,118.000 DH
FORD Mustang 2016,2016,Casablanca,Particulier,Seconde,50.000 km,Essence,Automatique,13 cv ,310 ch ,290.000 DH
SKODA Karoq 2021,2021,Safi,Particulier,Première,22.600 km,Diesel,Automatique,8 cv ,143 ch ,290.000 DH
PEUGEOT 208 2019,2019,El Jadida,Particulier,Première,56 km,Diesel,Manuelle,6 cv ,92 ch ,133.000 DH
HYUNDAI i30 2012,2012,Dakhla,Particulier,Seconde,180.000 km,Diesel,Manuelle,6 cv ,130 ch ,100.000 DH
RENAULT Clio 2020,2020,Rabat,Particulier,Première,41.000 km,Diesel,Manuelle,6 cv ,85 ch ,136.000 DH
HONDA Legend 2008,2008,Casablanca,Particulier,Seconde,190.000 km,Essence,Automatique,20 cv ,295 ch ,62.000 DH
VOLVO V40 2017,2017,Casablanca,Particulier,Première,92.000 km,Diesel,Automatique,8 cv ,120 ch ,168.000 DH
VOLKSWAGEN Polo Sedan 2014,2014,Casablanca,Particulier,Seconde,198.000 km,Diesel,Manuelle,6 cv ,70 ch ,90.000 DH
HYUNDAI Santa Fe 2018,2018,Casablanca,Particulier,Première,75.000 km,Diesel,Automatique,9 cv ,200 ch ,240.000 DH
HYUNDAI i40 2012,2012,Casablanca,Particulier,Première,150.100 km,Diesel,Manuelle,7 cv ,136 ch ,115.000 DH
HYUNDAI i10 2018,2018,Casablanca,Particulier,Seconde,50.200 km,Essence,Manuelle,6 cv ,69 ch ,82.000 DH
HYUNDAI i30 2022,2022,Casablanca,Particulier,Seconde,106.000 km,Diesel,Manuelle,6 cv ,134 ch ,155.000 DH
SSANGYONG Kyron 2010,2010,Casablanca,Particulier,Première,150.000 km,Diesel,Manuelle,8 cv ,150 ch ,67.000 DH
DACIA Sandero 2022,2022,Casablanca,Particulier,Seconde,13.900 km,Essence,Manuelle,7 cv ,100 ch ,152.000 DH
JAGUAR XF 2018,2018,Casablanca,Particulier,Première,79.000 km,Diesel,Automatique,8 cv ,180 ch ,308.000 DH
VOLKSWAGEN Golf 2015,2015,Agadir,Particulier,Seconde,170.000 km,Diesel,Automatique,8 cv ,143 ch ,168.000 DH
RENAULT Mégane 2013,2013,Casablanca,Particulier,Première,149.000 km,Diesel,Manuelle,6 cv ,90 ch ,107.000 DH
SKODA Rapid 2013,2013,Mohammadia,Particulier,Seconde,195.000 km,Diesel,Manuelle,6 cv ,75 ch ,102.000 DH
VOLKSWAGEN Polo 2006,2006,Agadir,Particulier,Seconde,206.000 km,Diesel,Manuelle,6 cv ,75 ch ,67.000 DH
VOLKSWAGEN Polo 2014,2014,Casablanca,Particulier,Seconde,134.000 km,Diesel,Manuelle,5 cv ,70 ch ,95.000 DH
BMW Série 5 2012,2012,Rabat,Particulier,Première,140.000 km,Diesel,Automatique,8 cv ,190 ch ,225.000 DH
BMW Série 7 2012,2012,Rabat,Particulier,Seconde,240.000 km,Diesel,Automatique,12 cv ,265 ch ,245.000 DH
DACIA Sandero 2020,2020,Oujda,Particulier,Première,70.000 km,Diesel,Manuelle,6 cv ,85 ch ,125.000 DH
AUDI A3 Berline 2015,2015,Casablanca,Particulier,Première,120.000 km,Diesel,Automatique,6 cv ,105 ch ,190.000 DH
PORSCHE Macan 2017,2017,Marrakech,Particulier,Seconde,72.000 km,Diesel,Manuelle,12 cv ,258 ch ,450.000 DH
BMW X3 2015,2015,Casablanca,Particulier,Première,51.000 km,Diesel,Automatique,8 cv ,150 ch ,240.000 DH
VOLKSWAGEN Polo 2006,2006,Salé,Particulier,Seconde,252.000 km,Diesel,Manuelle,6 cv ,- ,67.000 DH
HYUNDAI i30 2013,2013,Kénitra,Particulier,Seconde,199.000 km,Diesel,Manuelle,6 cv ,130 ch ,109.000 DH
CHEVROLET Cruze 2015,2015,Casablanca,Particulier,Première,194.000 km,Diesel,Manuelle,8 cv ,163 ch ,100.000 DH
VOLVO XC60 2017,2017,Casablanca,Particulier,Seconde,137.000 km,Diesel,Manuelle,8 cv ,150 ch ,228.000 DH
BMW X5 2010,2010,Casablanca,Particulier,Première,210.000 km,Diesel,Automatique,12 cv ,245 ch ,107.000 DH
RENAULT Clio 2016,2016,Fès,Particulier,Seconde,125.000 km,Diesel,Manuelle,6 cv ,85 ch ,103.000 DH
OPEL Combo 2020,2020,Casablanca,Professionnel,Première,68.000 km,Diesel,Manuelle,6 cv ,92 ch ,155.000 DH
DACIA Dokker 2021,2021,Casablanca,Particulier,Première,19.500 km,Diesel,Manuelle,6 cv ,85 ch ,125.000 DH
CHEVROLET Cruze 2013,2013,Fès,Particulier,Première,300.000 km,Diesel,Manuelle,8 cv ,163 ch ,77.000 DH
FORD Focus 2017,2017,Agadir,Particulier,Première,96.000 km,Diesel,Manuelle,6 cv ,120 ch ,153.000 DH
NISSAN Qashqai 2016,2016,Casablanca,Particulier,Première,202.962 km,Diesel,Manuelle,6 cv ,130 ch ,153.000 DH
NISSAN Qashqai 2011,2011,Casablanca,Particulier,Seconde,151.000 km,Diesel,Manuelle,6 cv ,110 ch ,128.000 DH
VOLKSWAGEN Passat 2013,2013,Casablanca,Particulier,Seconde,110.000 km,Diesel,Manuelle,8 cv ,140 ch ,130.000 DH
RENAULT Mégane 2022,2022,Casablanca,Particulier,Première,71.000 km,Diesel,Automatique,6 cv ,115 ch ,177.000 DH
AUDI A4 2014,2014,Agadir,Particulier,Seconde,220.000 km,Diesel,Manuelle,8 cv ,120 ch ,160.000 DH
JAGUAR XF 2010,2010,Casablanca,Particulier,Seconde,229.000 km,Diesel,Automatique,12 cv ,- ,100.000 DH
AUDI Q5 2021,2021,Casablanca,Particulier,Première,47.000 km,Diesel,Automatique,8 cv ,136 ch ,460.000 DH
AUDI Q5 2018,2018,Agadir,Particulier,Première,93.020 km,Diesel,Automatique,8 cv ,190 ch ,385.000 DH
CITROEN C3 2018,2018,Kénitra,Particulier,Seconde,87.000 km,Diesel,Manuelle,6 cv ,92 ch ,130.000 DH
HYUNDAI Santa Fe 2011,2011,Casablanca,Particulier,Seconde,222.000 km,Diesel,Automatique,8 cv ,190 ch ,105.000 DH
HYUNDAI i10 2018,2018,Kelaat Sraghna,Particulier,Seconde,58.000 km,Essence,Manuelle,7 cv ,84 ch ,78.000 DH
PEUGEOT 508 2011,2011,Casablanca,Particulier,Seconde,187.000 km,Diesel,Automatique,9 cv ,204 ch ,115.000 DH
VOLKSWAGEN Caddy 2020,2020,Casablanca,Professionnel,Première,41.000 km,Diesel,Manuelle,8 cv ,110 ch ,220.000 DH
DACIA Sandero 2013,2013,Tanger,Particulier,Première,104.850 km,Essence,Manuelle,8 cv ,75 ch ,70.000 DH
VOLKSWAGEN CC 2016,2016,Casablanca,Particulier,Seconde,150.000 km,Hybride,Automatique,8 cv ,140 ch ,190.000 DH
MERCEDES Classe E 2009,2009,Casablanca,Particulier,Seconde,190.000 km,Diesel,Automatique,9 cv ,- ,150.000 DH
VOLVO V40 2015,2015,Casablanca,Particulier,Première,45.000 km,Essence,Manuelle,- ,- ,130.000 DH
BMW Série 3 2012,2012,Rabat,Particulier,Seconde,99.000 km,Essence,Automatique,11 cv ,245 ch ,173.000 DH
SEAT Ibiza 2017,2017,Temara,Particulier,Seconde,40.000 km,Diesel,Manuelle,6 cv ,105 ch ,110.000 DH
TOYOTA Corolla Sport 2020,2020,Casablanca,Particulier,Première,43.000 km,Hybride,Automatique,8 cv ,122 ch ,220.000 DH
HYUNDAI Accent 2017,2017,Agadir,Particulier,Seconde,90.200 km,Diesel,Manuelle,6 cv ,136 ch ,128.000 DH
BMW Série 1 2017,2017,Kénitra,Particulier,Seconde,100.000 km,Diesel,Manuelle,6 cv ,116 ch ,169.000 DH
VOLKSWAGEN Polo 2016,2016,Rabat,Particulier,Seconde,68.000 km,Diesel,Manuelle,7 cv ,75 ch ,120.000 DH
CITROEN C3 2019,2019,Casablanca,Professionnel,Première,29.000 km,Diesel,Manuelle,6 cv ,92 ch ,120.000 DH
AUDI A3 2013,2013,Fès,Particulier,Seconde,217.000 km,Diesel,Automatique,8 cv ,105 ch ,113.000 DH
PEUGEOT 508 2015,2015,Rabat,Particulier,Seconde,111.000 km,Diesel,Automatique,8 cv ,136 ch ,138.000 DH
SKODA Octavia 2017,2017,Agadir,Particulier,Seconde,130.000 km,Diesel,Automatique,8 cv ,143 ch ,177.000 DH
MERCEDES Classe B 2008,2008,Casablanca,Particulier,Seconde,190.000 km,Diesel,Manuelle,8 cv ,109 ch ,79.000 DH
RENAULT Mégane Sedan 2019,2019,Agadir,Particulier,Première,32.000 km,Diesel,Manuelle,6 cv ,115 ch ,175.000 DH
MERCEDES Classe B 2008,2008,Meknès,Particulier,Seconde,200.000 km,Essence,Manuelle,8 cv ,105 ch ,70.000 DH
AUDI Q3 Sportback 2021,2021,Casablanca,Particulier,Première,44.000 km,Diesel,Automatique,8 cv ,200 ch ,610.000 DH
AUDI Q7 2009,2009,Casablanca,Particulier,Première,314.000 km,Diesel,Automatique,12 cv ,249 ch ,89.000 DH
DACIA Sandero 2020,2020,Oujda,Particulier,Première,70.000 km,Diesel,Manuelle,6 cv ,85 ch ,130.000 DH
MERCEDES GLA 2017,2017,Casablanca,Particulier,Première,100.000 km,Diesel,Automatique,9 cv ,150 ch ,270.000 DH
RENAULT Kangoo 2007,2007,Casablanca,Particulier,Seconde,343.000 km,Diesel,Manuelle,6 cv ,85 ch ,70.000 DH
AUDI A7 Sportback 2017,2017,Casablanca,Particulier,Première,119.000 km,Diesel,Automatique,12 cv ,245 ch ,330.000 DH
AUDI A5 SportBack 2008,2008,Rabat,Particulier,Première,158.000 km,Diesel,Manuelle,12 cv ,240 ch ,113.000 DH
PEUGEOT 208 2021,2021,Casablanca,Particulier,Première,480.000 km,Diesel,Manuelle,6 cv ,92 ch ,158.000 DH
NISSAN Micra 2020,2020,Benslimane,Particulier,Première,44.200 km,Diesel,Manuelle,6 cv ,90 ch ,145.000 DH
DACIA Sandero 2022,2022,Safi,Particulier,Première,6.500 km,Diesel,Manuelle,6 cv ,102 ch ,159.000 DH
BMW X3 2014,2014,Casablanca,Particulier,Première,179.000 km,Diesel,Automatique,8 cv ,150 ch ,205.000 DH
NISSAN Juke 2021,2021,Casablanca,Particulier,Première,35.000 km,Essence,Manuelle,6 cv ,117 ch ,185.000 DH
AUDI A3 Sportback 2011,2011,Casablanca,Particulier,Seconde,145.000 km,Essence,Automatique,13 cv ,340 ch ,165.000 DH
AUDI A8 2013,2013,Casablanca,Particulier,Seconde,173.000 km,Diesel,Automatique,12 cv ,290 ch ,200.000 DH
MERCEDES CLA Coupé 2018,2018,Casablanca,Particulier,Première,86.000 km,Diesel,Automatique,9 cv ,177 ch ,310.000 DH
BMW Série 1 2021,2021,Casablanca,Particulier,Première,18.000 km,Diesel,Automatique,8 cv ,- ,405.000 DH
VOLKSWAGEN Golf 2021,2021,Casablanca,Particulier,Seconde,42.000 km,Diesel,Automatique,8 cv ,200 ch ,480.000 DH
TOYOTA Hilux 2022,2022,Casablanca,Particulier,Première,0 km,Diesel,Automatique,9 cv ,- ,700.000 DH
